POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
1520;CHARQUEADAS;RS;Privada;Urbana;41;548.78;562.41;479.87;495.05;575.12;532.25
1521;COROATA;MA;Privada;Urbana;41;521.42;552.01;514.02;491.47;581.95;532.17
1522;CASA GRANDE;MG;Estadual;Urbana;26;530.54;572.29;487.39;515.85;554.62;532.14
1523;ACU;RN;Privada;Urbana;120;526.12;563.03;500.27;496.41;574.25;532.02
1524;NOVA IGUACU;RJ;Privada;Urbana;1911;528.82;566.32;502.43;497.17;565.32;532.01
1525;SORRISO;MT;Federal;Urbana;20;511.58;555.7;533.46;503.27;556.0;532.0
1526;RODEIRO;MG;Estadual;Urbana;20;530.1;572.72;498.29;514.47;544.0;531.92
1527;MAMANGUAPE;PB;Privada;Urbana;21;532.6;555.4;501.69;528.9;540.95;531.91
1528;JEQUITINHONHA;MG;Privada;Urbana;10;517.36;572.11;494.25;551.79;524.0;531.9
1529;ALMIRANTE TAMANDARE;PR;Municipal;Urbana;1;517.0;559.0;556.1;407.3;620.0;531.88
1530;SAO FRANCISCO DO SUL;SC;Privada;Urbana;32;539.37;572.28;509.55;490.05;547.5;531.75
1531;BRAGANCA;PA;Privada;Urbana;98;529.18;562.12;498.28;480.39;588.57;531.71
1532;URUPES;SP;Privada;Urbana;56;528.43;565.21;519.13;541.04;504.64;531.69
1533;ROLANTE;RS;Privada;Urbana;4;555.95;562.72;492.92;506.7;540.0;531.66
1534;PINHEIRO;MA;Privada;Urbana;179;534.51;570.14;500.26;460.43;592.74;531.62
1535;DESCOBERTO;MG;Estadual;Urbana;44;519.92;556.28;500.1;504.11;577.27;531.54
1536;NOVA CRUZ;RN;Federal;Urbana;17;545.1;580.54;490.04;512.24;529.41;531.47
1537;AJURICABA;RS;Estadual;Rural;39;529.41;553.73;502.55;501.36;570.26;531.46
1538;SAO BRAS DO SUACUI;MG;Estadual;Urbana;39;522.08;569.52;521.22;491.71;552.31;531.37
1539;CAMBE;PR;Privada;Urbana;86;525.17;570.17;502.59;511.75;546.98;531.33
1540;APARECIDA D OESTE;SP;Estadual;Urbana;20;530.55;555.46;519.52;510.08;541.0;531.32
1541;LUZERNA;SC;Estadual;Urbana;74;516.36;566.33;505.32;532.03;536.22;531.25
1542;SANTA RITA DE CALDAS;MG;Estadual;Urbana;37;527.43;577.26;506.02;481.22;564.32;531.25
1543;MARCO;CE;Privada;Urbana;28;527.42;557.25;509.71;524.74;537.14;531.25
1544;DUQUE DE CAXIAS;RJ;Privada;Urbana;1636;529.27;565.67;505.47;494.87;560.38;531.13
1545;DOIS CORREGOS;SP;Privada;Urbana;42;524.75;561.88;507.87;530.58;530.48;531.11
1546;SIDEROPOLIS;SC;Privada;Urbana;8;523.95;559.52;520.76;525.99;525.0;531.05
1547;AMPARO;SP;Estadual;Urbana;374;536.62;566.48;503.99;506.37;541.71;531.03
1548;COMODORO;MT;Privada;Urbana;8;517.72;552.2;508.09;519.62;557.5;531.03
1549;NITEROI;RJ;Municipal;Urbana;2;557.45;578.15;527.35;532.2;460.0;531.03
1550;PONTES E LACERDA;MT;Federal;Urbana;87;521.23;573.22;510.97;479.5;570.11;531.01
1551;DELMIRO GOUVEIA;AL;Privada;Urbana;67;526.35;557.36;508.38;491.8;570.67;530.91
1552;SANTA CRUZ DO CAPIBARIBE;PE;Privada;Urbana;198;524.05;561.16;500.89;510.99;557.47;530.91
1553;VALPARAISO;SP;Privada;Urbana;21;531.81;545.1;518.96;498.52;560.0;530.88
1554;IVATUBA;PR;Estadual;Urbana;18;529.1;578.79;491.39;487.28;567.78;530.87
1555;GUARATINGUETA;SP;Estadual;Urbana;560;532.83;566.11;502.63;519.03;533.75;530.87
1556;PRESIDENTE DUTRA;MA;Privada;Urbana;45;532.01;565.61;504.98;461.88;589.78;530.85
1557;ITAPAGE;CE;Privada;Urbana;36;522.52;567.41;513.3;499.23;551.11;530.71
1558;BONITO;MS;Privada;Urbana;13;526.26;566.32;513.78;500.92;546.15;530.69
1559;CACOAL;RO;Privada;Urbana;186;525.26;564.64;506.44;503.07;553.76;530.64
1560;ARAPUA;MG;Estadual;Urbana;35;517.08;549.77;509.18;524.84;552.0;530.57
1561;PINHALZINHO;SP;Estadual;Urbana;61;539.85;575.81;493.99;503.44;539.67;530.55
1562;TEODORO SAMPAIO;SP;Privada;Urbana;13;528.58;576.54;506.97;482.03;558.46;530.52
1563;COREMAS;PB;Privada;Urbana;25;503.6;566.6;487.66;486.74;608.0;530.52
1564;CATU;BA;Federal;Urbana;104;519.99;568.96;522.89;488.8;551.73;530.48
1565;NOVA RUSSAS;CE;Privada;Urbana;28;517.45;561.26;522.24;490.74;560.71;530.48
1566;ACOPIARA;CE;Privada;Urbana;14;523.96;555.5;512.99;494.09;565.71;530.45
1567;NOVA PALMA;RS;Estadual;Urbana;66;526.78;569.82;506.13;490.31;559.09;530.42
1568;BELA CRUZ;CE;Privada;Urbana;13;512.31;549.11;501.38;507.73;581.54;530.41
1569;MAE DO RIO;PA;Privada;Urbana;27;534.14;567.23;499.07;481.2;570.37;530.4
1570;JUCURUTU;RN;Privada;Urbana;6;526.55;572.63;514.68;537.72;500.0;530.32
1571;CONSELHEIRO LAFAIETE;MG;Municipal;Urbana;89;533.14;566.05;499.29;514.16;538.43;530.21
1572;SANTA TEREZA;RS;Estadual;Urbana;10;522.29;557.15;513.68;501.72;556.0;530.17
1573;MOJI MIRIM;SP;Estadual;Urbana;474;533.39;570.02;504.26;510.04;533.16;530.17
1574;AGUDO;RS;Estadual;Urbana;97;534.4;569.67;490.82;480.14;575.67;530.14
1575;NOVO HAMBURGO;RS;Estadual;Urbana;1090;533.47;567.03;494.26;514.55;541.29;530.12
1576;SAO PEDRO;SP;Estadual;Urbana;149;535.75;568.5;500.06;491.31;554.77;530.08
1577;SANTO CRISTO;RS;Estadual;Urbana;113;524.83;571.83;500.32;506.07;547.08;530.03
1578;FRANCISCO MORATO;SP;Privada;Urbana;42;535.96;566.26;503.03;490.75;553.81;529.96
1579;RUBIATABA;GO;Estadual;Rural;1;552.7;576.4;473.8;566.8;480.0;529.94
1580;GOIANESIA;GO;Privada;Urbana;30;533.24;575.89;497.88;513.99;528.67;529.93
1581;ITAPETINGA;BA;Federal;Urbana;46;505.34;567.61;497.04;507.87;571.74;529.92
1582;BARRA DO BUGRES;MT;Privada;Urbana;15;534.69;552.18;491.09;490.21;581.33;529.9
1583;JAGUARI;RS;Estadual;Urbana;74;541.55;569.24;495.76;499.96;542.7;529.84
1584;BRASILIA;DF;Federal;Rural;44;515.15;565.2;524.63;521.41;522.73;529.82
1585;COLINA;SP;Municipal;Rural;27;520.78;550.96;506.99;499.61;570.37;529.74
1586;AFOGADOS DA INGAZEIRA;PE;Privada;Urbana;16;535.51;575.33;485.38;511.7;540.75;529.73
1587;POCOS DE CALDAS;MG;Municipal;Urbana;145;533.74;560.85;495.08;511.15;547.72;529.71
1588;DELFIM MOREIRA;MG;Privada;Urbana;30;533.12;570.08;513.68;496.41;535.2;529.7
1589;PARIQUERA-ACU;SP;Privada;Urbana;24;543.05;577.29;520.51;550.98;456.67;529.7
1590;PASSA TEMPO;MG;Estadual;Urbana;44;522.72;556.47;494.42;518.07;556.82;529.7
1591;NOVA PETROPOLIS;RS;Estadual;Urbana;79;537.51;562.86;492.81;512.48;542.78;529.69
1592;BRUSQUE;SC;Municipal;Urbana;14;537.29;571.22;490.34;517.73;531.43;529.6
1593;CACHOEIRA PAULISTA;SP;Privada;Urbana;64;528.07;564.81;504.45;494.68;555.97;529.6
1594;MULITERNO;RS;Estadual;Urbana;11;536.34;571.79;502.31;479.38;558.18;529.6
1595;PIRIPIRI;PI;Federal;Urbana;41;533.23;580.24;502.03;470.34;561.95;529.56
1596;ORIZONA;GO;Municipal;Rural;1;548.9;573.4;481.7;443.4;600.0;529.48
1597;BARRA BONITA;SP;Estadual;Urbana;193;534.35;567.04;505.96;509.48;530.26;529.42
1598;SAO FRANCISCO DE ITABAPOANA;RJ;Privada;Urbana;10;547.08;555.44;481.01;473.49;590.0;529.4
1599;BONFIM;MG;Estadual;Urbana;40;523.19;567.46;521.21;513.98;521.0;529.37
1600;INHUMA;PI;Privada;Urbana;16;531.1;556.67;496.21;510.24;552.5;529.34
1601;ANGELINA;SC;Estadual;Urbana;24;526.31;581.13;514.78;515.05;509.17;529.29
1602;ALFREDO MARCONDES;SP;Estadual;Urbana;20;536.74;577.45;491.19;491.04;550.0;529.28
1603;CACHOEIRINHA;RS;Privada;Urbana;114;533.46;569.92;504.32;498.54;540.0;529.25
1604;CONFRESA;MT;Federal;Urbana;36;521.42;568.89;531.39;476.08;548.33;529.22
1605;ARAPUTANGA;MT;Privada;Urbana;17;532.04;565.3;513.27;489.61;545.88;529.22
1606;QUISSAMA;RJ;Privada;Urbana;32;542.1;560.31;486.41;495.04;561.88;529.15
1607;UNIAO DOS PALMARES;AL;Privada;Urbana;86;516.85;560.55;504.69;484.13;579.53;529.15
1608;CAMPINA VERDE;MG;Privada;Urbana;23;519.37;580.12;530.03;510.83;505.22;529.11
1609;SANTA INES;BA;Federal;Rural;72;525.79;562.72;508.1;492.93;555.28;528.96
1610;PICUI;PB;Privada;Urbana;11;560.85;581.88;522.98;464.41;514.55;528.93
1611;CAMPESTRE;MG;Estadual;Urbana;94;528.4;569.17;488.03;505.03;553.9;528.91
1612;DORES DO TURVO;MG;Estadual;Urbana;30;528.12;560.04;490.87;592.11;473.33;528.89
1613;SATUBA;AL;Federal;Urbana;109;514.21;570.58;510.7;498.28;550.64;528.88
1614;ILHA SOLTEIRA;SP;Estadual;Urbana;155;532.48;565.13;510.2;500.61;535.87;528.86
1615;ICO;CE;Privada;Urbana;32;538.67;568.94;502.74;485.05;548.75;528.83
1616;SANTA MARIA MADALENA;RJ;Estadual;Urbana;32;531.23;572.01;502.55;495.11;543.12;528.81
1617;PEDRAS GRANDES;SC;Privada;Rural;6;501.63;567.15;513.23;511.58;550.0;528.72
1618;ALEGRE;ES;Privada;Urbana;5;556.5;562.4;522.76;485.44;516.0;528.62
1619;COXIM;MS;Privada;Urbana;18;536.09;591.47;501.94;517.99;495.56;528.61
1620;HARMONIA;RS;Estadual;Urbana;25;517.55;557.08;486.42;528.2;553.6;528.57
1621;PALMAS;PR;Privada;Urbana;96;529.37;562.22;506.44;512.38;532.08;528.5
1622;CORREIA PINTO;SC;Privada;Urbana;8;544.09;563.54;547.75;486.0;500.0;528.28
1623;FELIZ;RS;Estadual;Urbana;75;523.51;556.32;496.95;518.86;545.6;528.25
1624;FERNANDOPOLIS;SP;Estadual;Urbana;338;532.18;559.95;494.18;495.1;559.86;528.25
1625;TUPANDI;RS;Estadual;Urbana;30;519.31;563.59;497.56;519.24;541.33;528.21
1626;MONTE BELO DO SUL;RS;Estadual;Urbana;23;531.54;550.34;507.74;494.84;556.52;528.2
1627;FERRAZ DE VASCONCELOS;SP;Privada;Urbana;119;544.45;567.06;493.28;498.77;537.31;528.17
1628;BANANEIRAS;PB;Privada;Urbana;39;527.63;553.26;502.76;498.08;558.97;528.14
1629;TIMON;MA;Federal;Urbana;115;518.57;565.45;498.67;505.18;552.7;528.11
1630;CACHOEIRA DA PRATA;MG;Estadual;Urbana;27;524.46;562.0;509.3;479.23;565.19;528.03
1631;ALEXANIA;GO;Privada;Urbana;12;525.68;570.19;485.31;493.85;565.0;528.01
1632;TRAVESSEIRO;RS;Estadual;Urbana;12;515.23;585.47;513.97;543.66;481.67;528.0
1633;ORLEANS;SC;Privada;Urbana;16;534.38;556.53;503.26;498.32;547.5;528.0
1634;SERRA BRANCA;PB;Municipal;Urbana;1;542.4;560.0;489.0;608.6;440.0;528.0
1635;CONCEICAO DOS OUROS;MG;Estadual;Urbana;58;515.06;565.66;507.19;528.59;523.45;527.99
1636;BAGE;RS;Estadual;Rural;25;541.67;571.24;484.51;525.44;516.8;527.93
1637;SAO JOSE DO EGITO;PE;Privada;Urbana;10;499.53;563.06;504.56;518.14;554.0;527.86
1638;ENGENHO VELHO;RS;Estadual;Urbana;9;528.37;566.06;495.7;469.13;580.0;527.85
1639;RESENDE COSTA;MG;Municipal;Rural;14;510.76;554.13;515.54;540.27;518.57;527.85
1640;SAO JOAO DO PIAUI;PI;Privada;Urbana;31;517.69;565.83;504.95;494.41;556.13;527.8
1641;PEDRANOPOLIS;SP;Estadual;Urbana;7;528.47;574.21;505.67;510.64;520.0;527.8
1642;GONCALVES;MG;Municipal;Urbana;3;485.67;551.67;507.13;454.5;640.0;527.79
1643;ARINOS;MG;Federal;Urbana;43;520.49;567.96;526.19;512.16;512.09;527.78
1644;MESQUITA;RJ;Privada;Urbana;124;529.31;564.32;497.01;492.56;555.32;527.71
1645;CEDRO DO ABAETE;MG;Estadual;Urbana;8;521.52;567.2;531.4;470.79;547.5;527.68
1646;CAMBARA;PR;Privada;Urbana;16;540.13;562.99;506.02;511.68;517.5;527.66
1647;ANTA GORDA;RS;Privada;Urbana;27;521.27;557.73;509.5;516.06;533.33;527.58
1648;SIDROLANDIA;MS;Privada;Urbana;19;536.46;575.71;509.93;501.06;514.74;527.58
1649;CACU;GO;Privada;Urbana;11;500.63;553.99;499.55;470.85;612.73;527.55
1650;ARAGUATINS;TO;Federal;Rural;174;523.86;561.79;513.33;510.55;527.47;527.4
1651;GABRIEL MONTEIRO;SP;Estadual;Urbana;11;545.72;564.27;501.95;480.97;543.64;527.31
1652;TAILANDIA;PA;Privada;Rural;22;524.74;571.1;489.63;487.31;563.64;527.29
1653;TUCURUI;PA;Privada;Urbana;104;520.96;567.78;505.31;486.57;555.58;527.24
1654;ARIQUEMES;RO;Federal;Rural;115;525.76;580.35;513.98;514.69;501.22;527.2
1655;PILAR DO SUL;SP;Privada;Rural;10;537.23;544.8;507.28;496.6;550.0;527.18
1656;ARABUTA;SC;Estadual;Urbana;25;523.63;564.0;504.32;515.74;528.0;527.14
1657;ARATIBA;RS;Estadual;Urbana;41;524.37;566.19;508.65;499.3;537.07;527.11
1658;PASSA E FICA;RN;Privada;Urbana;21;531.85;576.74;501.02;483.98;541.9;527.1
1659;XIQUE-XIQUE;BA;Privada;Urbana;20;523.05;546.66;518.67;473.14;574.0;527.1
1660;NOVA FRIBURGO;RJ;Estadual;Urbana;708;532.69;567.28;496.82;488.98;549.59;527.07
1661;BALSAS;MA;Privada;Urbana;228;520.67;562.72;511.85;494.21;545.53;527.0
1662;PEDRALVA;MG;Estadual;Urbana;70;520.72;570.34;501.92;500.14;541.71;526.97
1663;OURO;SC;Estadual;Rural;6;518.97;540.73;497.85;487.08;590.0;526.93
1664;CASCAVEL;PR;Estadual;Rural;22;526.9;558.23;504.0;510.64;534.55;526.86
1665;INGA;PB;Privada;Urbana;15;529.77;553.87;490.95;458.35;601.33;526.85
1666;MONTE AZUL;MG;Privada;Urbana;4;485.32;560.28;483.02;560.4;545.0;526.8
1667;RERIUTABA;CE;Privada;Urbana;8;475.75;539.55;508.91;494.64;615.0;526.77
1668;GETULIO VARGAS;RS;Privada;Urbana;11;510.67;567.23;468.28;547.65;540.0;526.77
1669;SAO JOAO DO POLESINE;RS;Estadual;Urbana;23;521.77;550.82;495.69;468.89;596.52;526.74
1670;DOMINGOS MARTINS;ES;Estadual;Urbana;276;524.44;561.7;504.51;520.78;521.96;526.68
1671;BARAO DE COTEGIPE;RS;Estadual;Urbana;31;505.74;549.27;507.91;516.87;553.55;526.67
1672;SERAFINA CORREA;RS;Estadual;Urbana;67;526.51;553.25;507.27;482.28;563.88;526.64
1673;JANDAIA DO SUL;PR;Privada;Urbana;48;515.86;556.14;504.81;467.61;588.75;526.64
1674;BOM JESUS;PI;Federal;Urbana;58;514.34;562.81;514.56;506.21;535.17;526.62
1675;MARICA;RJ;Municipal;Urbana;49;527.34;574.69;513.01;500.18;517.55;526.55
1676;TAILANDIA;PA;Privada;Urbana;18;530.74;570.83;507.59;486.8;536.67;526.53
1677;CONCORDIA;SC;Federal;Urbana;124;517.94;565.21;524.83;508.62;515.97;526.51
1678;VALPARAISO DE GOIAS;GO;Privada;Urbana;213;534.81;567.33;504.78;489.74;535.87;526.51
1679;RIO DO SUL;SC;Federal;Rural;96;509.07;562.09;502.73;506.77;551.67;526.47
1680;CAMETA;PA;Privada;Urbana;121;518.0;564.32;498.9;468.93;582.15;526.46
1681;ORIZONA;GO;Privada;Rural;17;512.33;566.22;526.83;493.9;532.94;526.44
1682;BREJO DA MADRE DE DEUS;PE;Privada;Urbana;2;538.15;507.85;444.45;531.7;610.0;526.43
1683;NIQUELANDIA;GO;Privada;Rural;36;525.17;559.39;519.89;515.9;511.67;526.41
1684;CAIEIRAS;SP;Municipal;Urbana;1;532.3;585.6;551.8;521.8;440.0;526.3
1685;TARABAI;SP;Municipal;Urbana;1;530.7;546.4;470.9;523.5;560.0;526.3
1686;ITAIOPOLIS;SC;Municipal;Urbana;2;571.65;626.0;538.1;435.7;460.0;526.29
1687;JOAO DOURADO;BA;Privada;Urbana;18;506.84;554.11;515.36;523.58;531.11;526.2
1688;HUMAITA;RS;Estadual;Urbana;29;513.02;560.88;505.05;509.28;542.76;526.2
1689;PIRASSUNUNGA;SP;Estadual;Rural;25;533.11;553.86;516.86;486.26;540.8;526.18
1690;ITALVA;RJ;Estadual;Rural;10;506.23;537.16;496.49;474.81;616.0;526.14
1691;BOCA DA MATA;AL;Privada;Urbana;66;529.45;559.13;493.95;490.18;557.88;526.12
1692;BARBOSA FERRAZ;PR;Privada;Urbana;5;540.04;582.76;474.02;521.46;512.0;526.06
1693;POCO FUNDO;MG;Estadual;Urbana;51;519.46;565.64;488.22;519.95;536.86;526.02
1694;CAFELANDIA;SP;Privada;Urbana;12;528.89;537.69;492.96;488.69;581.67;525.98
1695;PINHAL GRANDE;RS;Estadual;Urbana;48;521.97;564.17;505.37;487.54;550.83;525.98
1696;ARIRANHA;SP;Estadual;Urbana;18;550.82;575.08;490.59;464.86;547.78;525.83
1697;PIMENTA;MG;Estadual;Urbana;37;522.31;563.71;508.65;523.34;510.81;525.76
1698;CHAPADA;RS;Estadual;Urbana;64;537.3;562.54;497.51;485.5;545.94;525.76
1699;JARDIM OLINDA;PR;Estadual;Urbana;7;532.97;589.34;495.71;507.84;502.86;525.75
1700;SAQUAREMA;RJ;Estadual;Urbana;518;523.34;560.43;495.25;493.47;556.1;525.72
1701;ITUIUTABA;MG;Municipal;Urbana;113;522.0;562.69;506.55;487.26;549.91;525.68
1702;TOLEDO;PR;Estadual;Rural;65;508.83;564.0;512.5;522.93;520.0;525.65
1703;CENTENARIO;RS;Estadual;Urbana;14;513.78;540.66;512.96;487.8;572.86;525.61
1704;OSVALDO CRUZ;SP;Privada;Urbana;33;540.59;569.54;516.39;482.09;519.39;525.6
1705;SALESOPOLIS;SP;Estadual;Urbana;84;520.31;562.06;477.24;480.62;587.62;525.57
1706;CARMOPOLIS DE MINAS;MG;Estadual;Urbana;124;525.06;566.18;503.99;499.51;533.06;525.56
1707;SEVERIANO DE ALMEIDA;RS;Estadual;Urbana;27;522.07;558.5;498.46;489.46;559.26;525.55
1708;AREALVA;SP;Estadual;Urbana;45;535.22;562.82;494.99;489.76;544.44;525.45
1709;RESERVA;PR;Estadual;Rural;15;529.4;544.56;488.67;502.93;561.33;525.38
1710;CENTRAL;BA;Privada;Urbana;20;533.63;556.0;501.98;491.26;544.0;525.37
1711;BARREIROS;PE;Privada;Urbana;41;526.4;549.63;490.36;476.55;582.93;525.17
1712;SAO SIMAO;GO;Municipal;Urbana;44;530.63;564.4;514.57;477.72;538.18;525.1
1713;SALESOPOLIS;SP;Estadual;Rural;20;517.38;554.88;484.03;488.15;581.0;525.09
1714;MALLET;PR;Estadual;Urbana;79;524.43;565.37;495.78;488.44;551.39;525.09
1715;URUCUCA;BA;Federal;Urbana;19;533.44;569.96;501.35;491.05;529.47;525.05
1716;VALE REAL;RS;Estadual;Urbana;22;515.74;561.15;487.71;516.8;543.64;525.01
1717;COIMBRA;MG;Estadual;Urbana;74;517.65;549.21;499.27;487.56;571.35;525.01
1718;CANDIDO GODOI;RS;Estadual;Urbana;69;508.31;548.78;499.65;478.37;589.86;524.99
1719;PIRANHAS;AL;Federal;Urbana;72;510.05;555.61;513.01;493.72;552.22;524.92
1720;TAUBATE;SP;Municipal;Rural;1;569.9;618.8;415.4;499.5;520.0;524.72
1721;ARROIO DO MEIO;RS;Estadual;Urbana;73;526.22;556.5;506.58;519.15;514.73;524.63
1722;MAUES;AM;Federal;Urbana;70;523.29;565.62;483.27;458.32;592.57;524.61
1723;SENADOR CORTES;MG;Estadual;Urbana;8;526.81;575.08;508.98;502.08;510.0;524.59
1724;TUPANCI DO SUL;RS;Estadual;Urbana;7;509.79;547.79;482.83;493.16;588.57;524.43
1725;PORTO REAL;RJ;Estadual;Urbana;55;532.26;560.49;482.29;492.01;554.91;524.39
1726;GUABIRUBA;SC;Estadual;Urbana;49;524.56;555.23;487.79;494.98;559.18;524.35
1727;PIRATININGA;SP;Privada;Urbana;24;513.28;554.0;500.93;526.85;526.67;524.35
1728;BOA ESPERANCA;ES;Estadual;Rural;20;531.4;566.28;503.87;482.94;537.0;524.3
1729;VERA CRUZ;RS;Estadual;Urbana;104;516.95;563.15;486.36;492.33;562.69;524.29
1730;BOA VISTA DO BURICA;RS;Estadual;Urbana;67;525.4;563.11;494.02;511.24;527.46;524.25
1731;NOVA BRESCIA;RS;Estadual;Urbana;23;542.91;562.87;489.76;489.04;536.52;524.22
1732;MARAVILHA;SC;Estadual;Urbana;186;521.65;564.94;498.47;499.17;536.77;524.2
1733;PORANGATU;GO;Privada;Urbana;99;528.4;559.87;505.35;482.91;544.44;524.19
1734;EUCLIDES DA CUNHA;BA;Municipal;Urbana;1;538.6;547.1;489.7;465.1;580.0;524.1
1735;SANTO ANTONIO DE PADUA;RJ;Estadual;Rural;84;516.89;555.7;497.28;506.04;544.29;524.04
1736;SAO RAIMUNDO NONATO;PI;Privada;Urbana;27;511.85;554.46;505.84;505.8;542.22;524.03
1737;LAMBARI;MG;Estadual;Urbana;105;523.53;569.35;501.11;509.82;516.19;524.0
1738;MACAPARANA;PE;Municipal;Urbana;1;522.9;550.3;489.7;516.8;540.0;523.94
1739;ITABERAI;GO;Privada;Urbana;38;520.91;561.99;497.38;492.33;546.84;523.89
1740;BARAO DE COCAIS;MG;Municipal;Urbana;44;530.47;571.37;504.47;504.97;508.18;523.89
1741;ABAETE;MG;Estadual;Urbana;131;523.64;560.22;502.05;521.78;511.45;523.83
1742;CANAA DOS CARAJAS;PA;Privada;Urbana;77;519.63;568.88;519.57;482.24;528.83;523.83
1743;TELEMACO BORBA;PR;Privada;Urbana;123;518.61;564.97;507.15;489.39;538.98;523.82
1744;CHARRUA;RS;Estadual;Urbana;6;526.37;551.9;513.55;550.1;476.67;523.72
1745;ARCOS;MG;Estadual;Rural;3;497.4;571.3;509.77;479.97;560.0;523.69
1746;CANDIDO MOTA;SP;Estadual;Rural;86;525.89;563.12;496.27;485.45;547.67;523.68
1747;ITAPIRANGA;SC;Estadual;Urbana;97;517.82;557.47;497.56;506.27;539.18;523.66
1748;SAO CAETANO DO SUL;SP;Estadual;Urbana;883;534.82;560.24;495.34;501.94;525.93;523.65
1749;PAULISTANIA;SP;Estadual;Urbana;9;523.9;549.26;497.83;525.01;522.22;523.64
1750;CAJAZEIRAS DO PIAUI;PI;Municipal;Rural;1;537.3;590.3;516.7;473.9;500.0;523.64
1751;ITAITUBA;PA;Federal;Urbana;65;525.15;573.04;497.49;492.07;530.46;523.64
1752;UCHOA;SP;Estadual;Urbana;45;519.05;545.6;504.22;510.08;539.11;523.61
1753;ARRAIAL DO CABO;RJ;Municipal;Urbana;76;517.12;561.11;485.17;493.52;561.05;523.6
1754;POUSO NOVO;RS;Estadual;Urbana;5;535.3;587.1;498.14;501.28;496.0;523.56
1755;PINHEIRINHO DO VALE;RS;Estadual;Urbana;21;521.71;549.39;510.08;492.74;543.81;523.55
1756;SAO PAULO DAS MISSOES;RS;Estadual;Urbana;51;523.5;555.47;503.19;499.42;536.08;523.53
1757;CABEDELO;PB;Federal;Urbana;27;540.18;571.9;501.96;513.81;489.63;523.49
1758;CABO FRIO;RJ;Municipal;Urbana;335;524.5;565.77;491.93;486.31;548.91;523.48
1759;REBOUCAS;PR;Estadual;Rural;18;541.21;586.81;462.56;485.49;541.11;523.44
1760;MANTENA;MG;Privada;Urbana;15;516.6;557.99;530.02;500.33;512.0;523.39
1761;BRAS PIRES;MG;Estadual;Urbana;32;532.32;547.73;480.46;502.64;553.75;523.38
1762;SAO FRANCISCO DE PAULA;MG;Estadual;Urbana;25;531.67;565.0;496.6;485.75;537.6;523.32
1763;TANABI;SP;Estadual;Urbana;74;527.24;556.47;497.89;506.03;528.92;523.31
1764;SANTA ISABEL DO PARA;PA;Privada;Urbana;149;527.36;561.25;509.29;469.18;549.4;523.3
1765;JUNQUEIROPOLIS;SP;Estadual;Urbana;79;527.95;561.06;508.26;493.79;525.32;523.27
1766;RIO PRETO DA EVA;AM;Privada;Rural;25;522.24;569.2;490.55;464.6;569.6;523.24
1767;SAO JOAO DO OESTE;SC;Estadual;Urbana;49;510.59;557.08;507.74;512.06;528.57;523.21
1768;ITAPORANGA;PB;Privada;Urbana;83;520.74;545.67;500.24;493.68;555.66;523.2
1769;RIBEIRAO;PE;Municipal;Urbana;1;522.5;560.8;508.2;404.5;620.0;523.2
1770;LAGOA FORMOSA;MG;Estadual;Urbana;110;518.92;553.53;503.32;506.34;533.82;523.19
1771;ALTAMIRA;PA;Privada;Urbana;129;513.47;561.21;505.18;497.64;538.14;523.13
1772;VICOSA;AL;Privada;Urbana;32;521.66;555.96;481.56;466.01;590.06;523.05
1773;ESTIVA;MG;Estadual;Urbana;48;534.65;563.45;507.0;496.34;513.75;523.04
1774;SANTA CRUZ;RN;Privada;Urbana;37;530.02;546.69;505.28;489.49;543.68;523.03
1775;JENIPAPO DOS VIEIRAS;MA;Municipal;Rural;1;484.6;561.9;401.9;546.7;620.0;523.02
1776;TURVO;SC;Privada;Urbana;14;548.86;564.09;509.78;455.09;537.14;522.99
1777;TAPARUBA;MG;Estadual;Urbana;9;539.27;582.22;459.68;442.67;591.11;522.99
1778;CAPELA NOVA;MG;Estadual;Urbana;34;523.07;565.17;480.24;487.9;558.24;522.92
1779;JUARA;MT;Privada;Urbana;22;522.86;567.66;492.05;484.72;547.27;522.91
1780;GUARANI;MG;Estadual;Urbana;46;521.52;569.72;497.98;522.59;502.61;522.88
1781;SAO VENDELINO;RS;Estadual;Urbana;13;538.98;557.04;501.38;529.25;487.69;522.87
1782;EMBU DAS ARTES;SP;Privada;Urbana;49;534.14;564.74;500.97;472.34;541.63;522.77
1783;SAO FELIX DO XINGU;PA;Privada;Urbana;17;521.52;552.09;509.72;491.62;538.82;522.76
1784;SANTA HELENA;PR;Privada;Urbana;12;515.8;556.34;523.93;502.6;515.0;522.74
1785;PIRITIBA;BA;Privada;Urbana;14;515.99;549.76;480.61;491.34;575.71;522.68
1786;UNIAO;PI;Privada;Urbana;37;527.0;565.11;495.96;458.03;567.03;522.63
1787;TEIXEIRAS;MG;Estadual;Urbana;80;522.12;555.88;490.65;499.81;544.25;522.54
1788;DIAS D AVILA;BA;Privada;Urbana;53;526.56;565.74;494.49;493.0;532.45;522.45
1789;MUNDO NOVO;MS;Privada;Urbana;8;530.36;574.17;520.52;527.09;460.0;522.43
1790;MARATA;RS;Estadual;Urbana;14;532.14;555.29;496.09;505.73;522.86;522.42
1791;UBATUBA;SP;Municipal;Urbana;73;542.47;572.32;474.64;485.85;536.71;522.4
